,province,municipality,latitude,longitude,detalles,calle,barrio,distrito
141,Madrid,Madrid,40.3566848,-3.6899208,"{'road': 'Calle de la Ciudadanía', 'neighbourhood': 'Villaverde Bajo', 'quarter': 'Los Rosales', 'suburb': 'Villaverde', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28041', 'country': 'España', 'country_code': 'es'}",Calle de la Ciudadanía,Los Rosales,Villaverde
142,Madrid,Madrid,40.3782048,-3.618842,"{'amenity': 'Escuela Infantil Privada Peques', 'house_number': '5', 'road': 'Calle de los Montes de Barbanza', 'quarter': 'Casco Histórico de Vallecas', 'suburb': 'Villa de Vallecas', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28031', 'country': 'España', 'country_code': 'es'}",Calle de los Montes de Barbanza,Casco Histórico de Vallecas,Villa de Vallecas
143,Madrid,Torrejón de Ardoz,40.4626558,-3.4833464,"{'road': 'Calle de las Fuentes', 'city': 'Torrejón de Ardoz', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28850', 'country': 'España', 'country_code': 'es'}",Calle de las Fuentes,,Noroeste
144,Madrid,Parla,40.229689,-3.7729819,"{'amenity': 'Colegio de Educación Infantil y Primaria Séneca', 'house_number': '16', 'road': 'Calle Pablo Sorozábal', 'neighbourhood': 'El Prado', 'city': 'Parla', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28980', 'country': 'España', 'country_code': 'es'}",Calle Pablo Sorozábal,El Prado,Fuentebella-San Felix-El Leguario
145,Madrid,Madrid,40.4264208,-3.6204865,"{'amenity': 'CMS San Blas', 'road': 'Calle Algodón', 'quarter': 'Amposta', 'suburb': 'San Blas - Canillejas', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28037', 'country': 'España', 'country_code': 'es'}",Calle Algodón,Amposta,San Blas - Canillejas
146,Madrid,Madrid,40.4646408,-3.7015475,"{'road': 'Calle de Benjamín', 'quarter': 'Valdeacederas', 'suburb': 'Tetuán', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28039', 'country': 'España', 'country_code': 'es'}",Calle de Benjamín,Valdeacederas,Tetuán
147,Toledo,Seseña,40.1348601,-3.6683768,"{'road': 'Calle Doménico Veneciano', 'suburb': 'Urbanización el Quiñón', 'town': 'Seseña', 'province': 'Toledo', 'ISO3166-2-lvl6': 'ES-TO', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '45223', 'country': 'España', 'country_code': 'es'}",Calle Doménico Veneciano,,Urbanización el Quiñón
148,Madrid,Madrid,40.4740632,-3.5779,"{'amenity': '100 Montaditos', 'road': 'Calle de Acuario', 'suburb': 'Barajas', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28042', 'country': 'España', 'country_code': 'es'}",Calle de Acuario,Casco Histórico de Barajas,Barajas
149,Madrid,El Álamo,40.2326293,-4.000047,"{'road': 'Calle del Mirador', 'town': 'El Álamo', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28607', 'country': 'España', 'country_code': 'es'}",Calle del Mirador,,
150,Madrid,Algete,40.5996508,-3.5041753,"{'road': 'Calle Francisco de Quevedo', 'residential': 'Algete', 'town': 'Algete', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28110', 'country': 'España', 'country_code': 'es'}",Calle Francisco de Quevedo,Algete,
151,Madrid,Madrid,40.3709629,-3.6196403,"{'house_number': '2', 'road': 'Calle de la Sierra de Arlá', 'quarter': 'Casco Histórico de Vallecas', 'suburb': 'Villa de Vallecas', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28031', 'country': 'España', 'country_code': 'es'}",Calle de la Sierra de Arlá,Casco Histórico de Vallecas,Villa de Vallecas
152,Madrid,Valdemoro,40.1913355,-3.6737843,"{'road': 'Avenida de Andalucía', 'suburb': 'El Caracol', 'town': 'Valdemoro', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28340', 'country': 'España', 'country_code': 'es'}",Avenida de Andalucía,,El Caracol
153,Madrid,Madrid,40.4245432,-3.6372252,"{'house_number': '16', 'road': 'Calle Fernando Gabriel', 'quarter': 'Pueblo Nuevo', 'suburb': 'Ciudad Lineal', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28017', 'country': 'España', 'country_code': 'es'}",Calle Fernando Gabriel,Pueblo Nuevo,Ciudad Lineal
154,Madrid,Madrid,40.4130841,-3.700354,"{'house_number': '51', 'road': 'Calle de Atocha', 'neighbourhood': 'Barrio de las Letras', 'quarter': 'Cortes', 'city_district': 'Centro', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28012', 'country': 'España', 'country_code': 'es'}","Calle de Atocha, 51",Huertas-Cortes,Centro
155,Guadalajara,El Casar,40.7028115,-3.4286808,"{'road': 'Calle de la Reina', 'town': 'El Casar', 'province': 'Guadalajara', 'ISO3166-2-lvl6': 'ES-GU', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '19170', 'country': 'España', 'country_code': 'es'}",Calle de la Reina,,
156,Madrid,Rivas-Vaciamadrid,40.3507361,-3.5299169,"{'road': 'Avenida de Pablo Iglesias', 'neighbourhood': 'Las Canteras', 'suburb': 'Rivas Centro', 'town': 'Rivas-Vaciamadrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28529', 'country': 'España', 'country_code': 'es'}",Avenida de Pablo Iglesias,Las Canteras,Rivas Centro
157,Toledo,Yuncler,40.0441959,-3.8982087,"{'amenity': 'Colegio Público Remigio Laín', 'house_number': '1', 'road': 'Calle Doña Jimena', 'village': 'Yuncler', 'province': 'Toledo', 'ISO3166-2-lvl6': 'ES-TO', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '45529', 'country': 'España', 'country_code': 'es'}",Calle Doña Jimena,,
158,Toledo,Yeles,40.1268056,-3.7887172,"{'road': 'Calle Barrio de la Estación', 'industrial': 'Poligono Industrial Las Avetardas', 'village': 'Yeles', 'province': 'Toledo', 'ISO3166-2-lvl6': 'ES-TO', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '45220', 'country': 'España', 'country_code': 'es'}",Calle Barrio de la Estación,,
159,Madrid,Madrid,40.5147334,-3.6734076,"{'tourism': 'Exe Convention Plaza Madrid', 'house_number': 'km 8', 'road': 'Carretera de Fuencarral a Alcobendas', 'quarter': 'Valverde', 'city_district': 'Fuencarral-El Pardo', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28050', 'country': 'España', 'country_code': 'es'}",Carretera de Fuencarral a Alcobendas,Valverde,Fuencarral
160,Madrid,Pinto,40.2409218,-3.7024263,"{'road': 'Calle de Torrejón', 'suburb': 'La Tenería', 'town': 'Pinto', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28320', 'country': 'España', 'country_code': 'es'}",Calle de Torrejón,,La Tenería
161,Toledo,Cedillo del Condado,40.1140717,-3.9242563,"{'road': 'Calle Galloso Cirujeda', 'residential': 'Cedillo del Condado', 'village': 'Cedillo del Condado', 'province': 'Toledo', 'ISO3166-2-lvl6': 'ES-TO', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '45214', 'country': 'España', 'country_code': 'es'}",Calle Galloso Cirujeda,Cedillo del Condado,
162,Madrid,Los Santos de la Humosa,40.5008373,-3.255075,"{'road': 'Calle Goya', 'village': 'Los Santos de la Humosa', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28817', 'country': 'España', 'country_code': 'es'}",Calle Goya,,
163,Madrid,Villanueva del Pardillo,40.4907977,-3.9669988,"{'road': 'Calle San Vicente de Paúl', 'residential': 'Sanabria', 'town': 'Villanueva del Pardillo', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28229', 'country': 'España', 'country_code': 'es'}",Calle San Vicente de Paúl,Sanabria,Centro
164,Madrid,Madrid,40.3827657,-3.7435256,"{'road': 'Calle del Espinar', 'quarter': 'Vista Alegre', 'suburb': 'Carabanchel', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28025', 'country': 'España', 'country_code': 'es'}",Calle del Espinar,Vista Alegre,Carabanchel
165,Madrid,Alcalá de Henares,40.4866178,-3.3649445,"{'office': 'Administración de Hacienda', 'house_number': '4', 'road': 'Calle Navarro y Ledesma', 'residential': 'Consejo de Barrio 2. Distrito 1', 'city_district': 'Distrito I', 'city': 'Alcalá de Henares', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28807', 'country': 'España', 'country_code': 'es'}",Calle Navarro y Ledesma,Consejo de Barrio 2. Distrito 1,San Isidro - Los Almendros
166,Madrid,Madrid,40.4798862,-3.6474341,"{'house_number': '44', 'road': 'Calle de Santa Susana', 'quarter': 'Pinar del Rey', 'suburb': 'Hortaleza', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28033', 'country': 'España', 'country_code': 'es'}","Calle de Santa Susana, 44",Pinar del Rey,Hortaleza
167,Madrid,Parla,40.2350913,-3.7690298,"{'road': 'Calle Reina Victoria', 'suburb': 'La Laguna', 'city': 'Parla', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28980', 'country': 'España', 'country_code': 'es'}",Calle Reina Victoria,,La Laguna
168,Madrid,Madrid,40.4115798,-3.7001991,"{'house_number': '18', 'road': 'Calle del Olmo', 'neighbourhood': 'Lavapiés', 'quarter': 'Embajadores', 'city_district': 'Centro', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28012', 'country': 'España', 'country_code': 'es'}",Calle del Olmo,Lavapiés-Embajadores,Centro
169,Madrid,Madrid,40.4257458,-3.7124453,"{'office': 'CaixaBank', 'house_number': '12', 'road': 'Calle de la Princesa', 'neighbourhood': 'Malasaña', 'quarter': 'Universidad', 'suburb': 'Moncloa-Aravaca', 'city_district': 'Centro', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28008', 'country': 'España', 'country_code': 'es'}",Calle de la Princesa,Universidad,Moncloa-Aravaca
170,Madrid,San Fernando de Henares,40.4193191,-3.5261909,"{'house_number': '24', 'road': 'Calle de Álava', 'town': 'San Fernando de Henares', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28830', 'country': 'España', 'country_code': 'es'}",Calle de Álava,,Parque Roma - Coronas
171,Madrid,Pinto,40.2481518,-3.6887516,"{'road': 'Cañada Real Galiana', 'isolated_dwelling': 'Las Arenas', 'town': 'Pinto', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28320', 'country': 'España', 'country_code': 'es'}",Cañada Real Galiana,,Parque Europa - Los Pitufos
172,Madrid,Madrid,40.406043,-3.599925,"{'amenity': 'Instituto de Educación Secundaria Villablanca', 'house_number': '79', 'road': 'Calle Villablanca', 'quarter': 'Casco Histórico de Vicálvaro', 'suburb': 'Vicálvaro', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28032', 'country': 'España', 'country_code': 'es'}",Calle Villablanca,Casco Histórico de Vicálvaro,Vicálvaro
173,Madrid,Madrid,40.3419943,-3.7149759,"{'road': 'Calle de Domingo Párraga', 'quarter': 'Villaverde Alto, Casco Histórico de Villaverde', 'suburb': 'Villaverde', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28021', 'country': 'España', 'country_code': 'es'}",Calle de Domingo Párraga,"Villaverde Alto, Casco Histórico de Villaverde",Villaverde
174,Madrid,Madrid,40.3497973,-3.6909853,"{'road': 'Calle de Francisco del Pino', 'neighbourhood': 'Villaverde Bajo', 'quarter': 'Los Rosales', 'suburb': 'Villaverde', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28021', 'country': 'España', 'country_code': 'es'}",Calle de Francisco del Pino,Los Rosales,Villaverde
175,Madrid,Torrejón de Ardoz,40.4601152,-3.477174,"{'road': 'Calle del Capitán Domínguez Aguado', 'city': 'Torrejón de Ardoz', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28850', 'country': 'España', 'country_code': 'es'}",Calle del Capitán Domínguez Aguado,,Noroeste
176,Madrid,Madrid,40.3577435,-3.6910449,"{'house_number': '11', 'road': 'Calle de la Alianza', 'neighbourhood': 'Villaverde Bajo', 'quarter': 'Los Rosales', 'suburb': 'Villaverde', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28041', 'country': 'España', 'country_code': 'es'}",Calle de la Alianza,Los Rosales,Villaverde
177,Madrid,Getafe,40.3051933,-3.7355007,"{'road': 'Calle del Ferrocarril', 'suburb': 'La Alhóndiga', 'city': 'Getafe', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28904', 'country': 'España', 'country_code': 'es'}",Calle del Ferrocarril,,La Alhóndiga
178,Madrid,Madrid,40.3865497,-3.669867,"{'house_number': '21', 'road': 'Calle de Mariano Benlliure', 'quarter': 'San Diego', 'suburb': 'Puente de Vallecas', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28053', 'country': 'España', 'country_code': 'es'}",Calle de Mariano Benlliure,San Diego,Puente de Vallecas
179,Madrid,Madrid,40.4811948,-3.7135583,"{'road': 'Túnel de Ventisquero de la Condesa', 'quarter': 'Peñagrande', 'city_district': 'Fuencarral-El Pardo', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28929', 'country': 'España', 'country_code': 'es'}",Túnel de Ventisquero de la Condesa,Peñagrande,
180,Madrid,Madrid,40.4806948,-3.7104583,"{'road': 'Túnel de Ventisquero de la Condesa', 'neighbourhood': 'Ciudad de los Periodistas', 'quarter': 'El Pilar', 'city_district': 'Fuencarral-El Pardo', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28929', 'country': 'España', 'country_code': 'es'}",Túnel de Ventisquero de la Condesa,El Pilar,
181,Madrid,Cobeña,40.5654436,-3.5115527,"{'house_number': '47', 'road': 'Avenida Barranco del Agua', 'town': 'Cobeña', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28863', 'country': 'España', 'country_code': 'es'}",Avenida Barranco del Agua,,
182,Madrid,Aldea del Fresno,40.3242709,-4.2020467,"{'road': 'Carretera de Collado Villalba a Aldea del Fresno', 'village': 'Aldea del Fresno', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28620', 'country': 'España', 'country_code': 'es'}",Carretera de Collado Villalba a Aldea del Fresno,,
183,Madrid,San Sebastián de los Reyes,40.5465444,-3.626349,"{'road': 'Calle Real', 'town': 'San Sebastián de los Reyes', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28700', 'country': 'España', 'country_code': 'es'}",Calle Real,,Centro Urbano
184,Madrid,Collado Villalba,40.6305255,-4.0022515,"{'house_number': '8', 'road': 'Calle Pedro López', 'neighbourhood': 'Urbanización Doña Elvira', 'quarter': 'Pradillo Herrera', 'suburb': 'La Estación', 'town': 'Collado Villalba', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28400', 'country': 'España', 'country_code': 'es'}",Calle Pedro López,Pradillo Herrera,La Estación
185,Madrid,Madrid,40.3865719,-3.701155,"{'road': 'Calle de Jesús del Gran Poder', 'quarter': 'Almendrales', 'suburb': 'Usera', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28026', 'country': 'España', 'country_code': 'es'}",Calle de Jesús del Gran Poder,Almendrales,Usera
186,Madrid,Madrid,40.3418891,-3.706374,"{'road': 'Avenida Real de Pinto', 'quarter': 'Villaverde Alto, Casco Histórico de Villaverde', 'suburb': 'Villaverde', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28021', 'country': 'España', 'country_code': 'es'}",Avenida Real de Pinto,"Villaverde Alto, Casco Histórico de Villaverde",Villaverde
187,Madrid,Madrid,40.4258749,-3.6214713,"{'amenity': 'Parroquia San Joaquín', 'house_number': '24', 'road': 'Calle Amposta', 'quarter': 'Amposta', 'suburb': 'San Blas - Canillejas', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28037', 'country': 'España', 'country_code': 'es'}",Calle Amposta,Amposta,San Blas - Canillejas
188,Madrid,Alcalá de Henares,40.4744046,-3.3738116,"{'road': 'Calle Gardenia', 'residential': 'Consejo de Barrio 5. Distrito II', 'suburb': 'Reyes Católicos', 'city_district': 'Distrito II', 'city': 'Alcalá de Henares', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28803', 'country': 'España', 'country_code': 'es'}",Calle Gardenia,Consejo de Barrio 5. Distrito II,Reyes Católicos
189,Madrid,Madrid,40.3457921,-3.7078778,"{'shop': 'Pajarería Acuario Sierra', 'road': 'Calle de la Arcilla', 'quarter': 'Villaverde Alto, Casco Histórico de Villaverde', 'suburb': 'Villaverde', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28021', 'country': 'España', 'country_code': 'es'}",Calle de la Arcilla,"Villaverde Alto, Casco Histórico de Villaverde",Villaverde
190,Madrid,Madrid,40.4285359,-3.6215247,"{'road': 'Calle de Alberique', 'quarter': 'Hellín', 'suburb': 'San Blas - Canillejas', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28037', 'country': 'España', 'country_code': 'es'}",Calle de Alberique,Hellín,San Blas - Canillejas
191,Madrid,Madrid,40.4282526,-3.6222803,"{'road': 'Calle de Alberique', 'quarter': 'Hellín', 'suburb': 'San Blas - Canillejas', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28037', 'country': 'España', 'country_code': 'es'}",Calle de Alberique,Hellín,San Blas - Canillejas
192,Madrid,Madrid,40.3864987,-3.6671855,"{'house_number': '79', 'road': 'Calle del Puerto de Arlabán', 'quarter': 'San Diego', 'suburb': 'Puente de Vallecas', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28053', 'country': 'España', 'country_code': 'es'}",Calle del Puerto de Arlabán,San Diego,Puente de Vallecas
193,Madrid,Madrid,40.3518257,-3.6831326,"{'road': 'Calle Eduardo Maristany', 'quarter': 'Butarque', 'suburb': 'Villaverde', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28041', 'country': 'España', 'country_code': 'es'}",Calle Eduardo Maristany,Butarque,Villaverde
194,Madrid,Madrid,40.3877843,-3.671312,"{'road': 'Calle del Pintor Sorolla', 'quarter': 'San Diego', 'suburb': 'Puente de Vallecas', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28053', 'country': 'España', 'country_code': 'es'}",Calle del Pintor Sorolla,San Diego,Puente de Vallecas
195,Madrid,Valdemoro,40.19213,-3.67304,"{'road': 'Calle del Matadero', 'suburb': 'El Caracol', 'town': 'Valdemoro', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28343', 'country': 'España', 'country_code': 'es'}",Calle del Matadero,,El Caracol
196,Madrid,Madrid,40.3834771,-3.665903,"{'house_number': '18', 'road': 'Calle Carlos Aurioles', 'quarter': 'San Diego', 'suburb': 'Puente de Vallecas', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28018', 'country': 'España', 'country_code': 'es'}",Calle Carlos Aurioles,San Diego,Puente de Vallecas
197,Madrid,Alcalá de Henares,40.4890164,-3.3728895,"{'road': 'Calle Torrelaguna', 'neighbourhood': 'Toreros', 'suburb': 'El Chorrillo', 'city_district': 'Distrito III', 'city': 'Alcalá de Henares', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28807', 'country': 'España', 'country_code': 'es'}",Calle Torrelaguna,Toreros,El Chorrillo
198,Madrid,Madrid,40.3411511,-3.7043589,"{'road': 'Gran Vía de Villaverde', 'quarter': 'Villaverde Alto, Casco Histórico de Villaverde', 'suburb': 'Villaverde', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28021', 'country': 'España', 'country_code': 'es'}",Gran Vía de Villaverde,"Villaverde Alto, Casco Histórico de Villaverde",Villaverde
199,Madrid,Madrid,40.348543,-3.6858237,"{'man_made': 'Gran Vía de Villaverde', 'road': 'Avenida de Andalucía', 'quarter': 'Los Ángeles', 'suburb': 'Villaverde', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28021', 'country': 'España', 'country_code': 'es'}",Avenida de Andalucía,Los Ángeles,Villaverde
200,Madrid,Madrid,40.3571435,-3.6937449,"{'house_number': '36', 'road': 'Paseo de Gigantes y Cabezudos', 'quarter': 'Los Ángeles', 'suburb': 'Villaverde', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28041', 'country': 'España', 'country_code': 'es'}",Paseo de Gigantes y Cabezudos,Los Ángeles,Villaverde
201,Madrid,Madrid,40.4123204,-3.6949573,"{'house_number': '6', 'road': 'Calle San Pedro', 'neighbourhood': 'Barrio de las Letras', 'quarter': 'Cortes', 'city_district': 'Centro', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28014', 'country': 'España', 'country_code': 'es'}",Calle San Pedro,Huertas-Cortes,Centro
202,Madrid,Parla,40.2338005,-3.7671126,"{'road': 'Calle Alfonso XIII', 'neighbourhood': 'Las Américas', 'suburb': 'Parla Este', 'city': 'Parla', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28983', 'country': 'España', 'country_code': 'es'}",Calle Alfonso XIII,Las Américas,Parla Este
203,Madrid,Fuenlabrada,40.2841243,-3.7799766,"{'road': 'Avenida de la Hispanidad', 'suburb': 'El Pinar', 'city': 'Fuenlabrada', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28945', 'country': 'España', 'country_code': 'es'}",Avenida de la Hispanidad,,El Pinar
204,Madrid,Navalcarnero,40.2854975,-4.0110488,"{'road': 'Calle de las Cuevas', 'quarter': 'Casco Antiguo', 'village': 'Fuente Pila', 'town': 'Navalcarnero', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28600', 'country': 'España', 'country_code': 'es'}",Calle de las Cuevas,Casco Antiguo,Centro
205,Madrid,Alcalá de Henares,40.4876587,-3.3555155,"{'house_number': '4', 'road': 'Plaza de Carlos I', 'suburb': 'Virgen del Val', 'city_district': 'Distrito V', 'city': 'Alcalá de Henares', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28805', 'country': 'España', 'country_code': 'es'}",Plaza de Carlos I,,Virgen del Val
206,Madrid,Madrid,40.4039568,-3.6044371,"{'road': 'Calle San Cipriano', 'quarter': 'Casco Histórico de Vicálvaro', 'suburb': 'Vicálvaro', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28032', 'country': 'España', 'country_code': 'es'}",Calle San Cipriano,Casco Histórico de Vicálvaro,Vicálvaro
207,Madrid,Parla,40.23866,-3.76976,"{'road': 'Calle de Dos Hermanas', 'suburb': 'La Laguna', 'city': 'Parla', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28980', 'country': 'España', 'country_code': 'es'}",Calle de Dos Hermanas,,La Laguna
208,Madrid,Madrid,40.4117027,-3.7132995,"{'amenity': 'Centro Privado de Educación Infantil, Primaria y Secundaria Sagrado Corazón', 'house_number': '14', 'road': 'Calle de Don Pedro', 'neighbourhood': 'Barrio de la Latina', 'quarter': 'Palacio', 'city_district': 'Centro', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28005', 'country': 'España', 'country_code': 'es'}",Calle de Don Pedro s/n,Palacio,
209,Madrid,Parla,40.2366913,-3.7681298,"{'suburb': 'La Laguna', 'city': 'Parla', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28980', 'country': 'España', 'country_code': 'es'}",Reyes,,La Laguna
210,Madrid,Parla,40.2355101,-3.7644926,"{'road': 'Calle María Cristina', 'neighbourhood': 'Las Américas', 'suburb': 'Parla Este', 'city': 'Parla', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28983', 'country': 'España', 'country_code': 'es'}",Calle María Cristina,Las Américas,Parla Este
211,Madrid,Madrid,40.462325,-3.6983636,"{'house_number': '3', 'road': 'Calle del Conde de Vallellano', 'quarter': 'Valdeacederas', 'suburb': 'Tetuán', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28039', 'country': 'España', 'country_code': 'es'}",Calle del Conde de Vallellano,Valdeacederas,Tetuán
212,Toledo,Seseña,40.1282733,-3.6695045,"{'amenity': 'El Quiñón', 'road': 'Calle de Francisco de Goya', 'suburb': 'Urbanización el Quiñón', 'town': 'Seseña', 'province': 'Toledo', 'ISO3166-2-lvl6': 'ES-TO', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '45223', 'country': 'España', 'country_code': 'es'}",Calle de Francisco de Goya,,Urbanización el Quiñón
213,Madrid,Madrid,40.4428709,-3.6368942,"{'house_number': '6', 'road': 'Travesía López de Aranda', 'quarter': 'Salvador', 'suburb': 'San Blas - Canillejas', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28027', 'country': 'España', 'country_code': 'es'}",Travesía López de Aranda,Salvador,San Blas - Canillejas
