,province,municipality,latitude,longitude,detalles,calle,barrio,distrito
293,Madrid,Getafe,40.3285563,-3.7235629,"{'road': 'Calle Concha Espina', 'neighbourhood': 'Los Espartales', 'suburb': 'Getafe Norte', 'city_district': 'Getafe Norte', 'city': 'Getafe', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28091', 'country': 'España', 'country_code': 'es'}",Calle Concha Espina,Los Espartales,Getafe Norte
294,Madrid,Madrid,40.4234164,-3.701547,"{'house_number': '43', 'road': 'Calle de Valverde', 'neighbourhood': 'Malasaña', 'quarter': 'Universidad', 'city_district': 'Centro', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28004', 'country': 'España', 'country_code': 'es'}",Calle de Valverde,Universidad,Centro
295,Madrid,Madrid,40.503863,-3.708243,"{'road': 'Avenida del Monasterio de Silos', 'neighbourhood': 'El Goloso', 'suburb': 'Mirasierra', 'city_district': 'Fuencarral-El Pardo', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28049', 'country': 'España', 'country_code': 'es'}",Avenida del Monasterio de Silos,El Goloso,Mirasierra
296,Madrid,Meco,40.5533779,-3.3233069,"{'road': 'Calle Industrias', 'town': 'Meco', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28880', 'country': 'España', 'country_code': 'es'}",Calle Industrias,,
297,Toledo,Fuensalida,40.0493725,-4.2105716,"{'road': 'Calle Ministro José Luis García Ferrero', 'town': 'Fuensalida', 'province': 'Toledo', 'ISO3166-2-lvl6': 'ES-TO', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '45510', 'country': 'España', 'country_code': 'es'}",Calle Ministro José Luis García Ferrero,,
298,Toledo,Yuncos,40.0947108,-3.8715189,"{'road': 'Calle El Melgar', 'town': 'Yuncos', 'province': 'Toledo', 'ISO3166-2-lvl6': 'ES-TO', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '45210', 'country': 'España', 'country_code': 'es'}",Calle El Melgar,,
299,Madrid,Valdemoro,40.1969978,-3.6896474,"{'amenity': 'Centro Privado de Educación Infantil, Primaria y Secundaria Helicon', 'house_number': '19-21', 'road': 'Calle María Curie', 'suburb': 'Brezo', 'town': 'Valdemoro', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28342', 'country': 'España', 'country_code': 'es'}",Calle María Curie,,Brezo
303,Madrid,Madrid,40.3670279,-3.743863,"{'house_number': '6', 'road': 'Calle del Peso Hispano', 'quarter': 'Buenavista', 'suburb': 'Carabanchel', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28054', 'country': 'España', 'country_code': 'es'}",Calle del Peso Hispano,Buenavista,Carabanchel
304,Madrid,Madrid,40.4029147,-3.6812663,"{'house_number': '5', 'road': 'Calle del Comercio', 'quarter': 'Pacífico', 'suburb': 'Retiro', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28007', 'country': 'España', 'country_code': 'es'}",Calle del Comercio,Pacífico,Retiro
305,Madrid,Parla,40.2306942,-3.7574148,"{'shop': 'La tienda de May', 'house_number': '5', 'road': 'Calle Estrella Antares', 'neighbourhood': 'Las Américas', 'suburb': 'Parla Este', 'city': 'Parla', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28983', 'country': 'España', 'country_code': 'es'}",Calle Estrella Antares,Las Américas,Parla Este
306,Madrid,Madrid,40.4444556,-3.5859227,"{'shop': 'ALDI', 'road': 'Calle de Pirra', 'retail': 'Las Mercedes Open Park', 'suburb': 'San Blas - Canillejas', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28022', 'country': 'España', 'country_code': 'es'}",Calle de Pirra,Rejas,San Blas - Canillejas
307,Madrid,Robledo de Chavela,40.5236154,-4.2481052,"{'road': 'Calle José Ortega y Gasset', 'suburb': 'Urbanización La Suiza Española', 'village': 'Robledo de Chavela', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28470', 'country': 'España', 'country_code': 'es'}",Calle José Ortega y Gasset,,Urbanización La Suiza Española
308,Madrid,Parla,40.2461268,-3.7689141,"{'suburb': 'La Laguna', 'city': 'Parla', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28981', 'country': 'España', 'country_code': 'es'}",Calle Real,,La Laguna
309,Toledo,Seseña,40.1347108,-3.668926,"{'road': 'Calle Leonardo da Vinci', 'suburb': 'Urbanización el Quiñón', 'town': 'Seseña', 'province': 'Toledo', 'ISO3166-2-lvl6': 'ES-TO', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '45223', 'country': 'España', 'country_code': 'es'}",Calle Leonardo da Vinci,,Urbanización el Quiñón
310,Madrid,Campo Real,40.3374662,-3.3794101,"{'road': 'Calle de la Huerta', 'suburb': 'Montehermoso', 'town': 'Campo Real', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28510', 'country': 'España', 'country_code': 'es'}",Calle de la Huerta,,Montehermoso
311,Madrid,Madrid,40.3809876,-3.6338528,"{'road': 'Calle Trole', 'quarter': 'Palomeras Sureste', 'suburb': 'Puente de Vallecas', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28031', 'country': 'España', 'country_code': 'es'}","Calle Trole, 9",Palomeras Sureste,Puente de Vallecas
312,Madrid,Madrid,40.4415195,-3.6538927,"{'healthcare': 'Confisio', 'house_number': '6', 'road': 'Calle de Pablo Sánchez', 'quarter': 'San Pascual', 'suburb': 'Ciudad Lineal', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28027', 'country': 'España', 'country_code': 'es'}",Calle de Pablo Sánchez,San Pascual,Ciudad Lineal
313,Madrid,Collado Villalba,40.6324167,-4.0173039,"{'house_number': '35', 'road': 'Calle Cañada Real', 'neighbourhood': 'Urbanización Parquesierra', 'quarter': 'Parque Sierra', 'suburb': 'La Estación', 'town': 'Collado Villalba', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28400', 'country': 'España', 'country_code': 'es'}",Calle Cañada Real,Parque Sierra,La Estación
314,Toledo,Fuensalida,40.0532137,-4.2091413,"{'road': 'Calle Don Hipólito Ezquerra', 'town': 'Fuensalida', 'province': 'Toledo', 'ISO3166-2-lvl6': 'ES-TO', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '45510', 'country': 'España', 'country_code': 'es'}",Calle Don Hipólito Ezquerra,,
315,Madrid,Madrid,40.4066932,-3.706995,"{'amenity': 'El Rastro', 'road': 'Plaza del Campillo del Mundo Nuevo', 'neighbourhood': 'Lavapiés', 'quarter': 'Embajadores', 'city_district': 'Centro', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28005', 'country': 'España', 'country_code': 'es'}",Plaza del Campillo del Mundo Nuevo,Lavapiés-Embajadores,Centro
316,Madrid,Madrid,40.3802956,-3.6521582,"{'highway': 'Mogambo', 'road': 'Calle de Villalobos', 'quarter': 'Palomeras Sureste', 'suburb': 'Puente de Vallecas', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28018', 'country': 'España', 'country_code': 'es'}",Calle de Villalobos,Palomeras Sureste,Puente de Vallecas
317,Madrid,Villaviciosa de Odón,40.3095217,-3.9461034,"{'road': 'Camino de la Zarzuela', 'neighbourhood': 'Salinas', 'town': 'Villaviciosa de Odón', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28939', 'country': 'España', 'country_code': 'es'}",Camino de la Zarzuela,Salinas,Centro
318,Madrid,Madrid,40.3771936,-3.6192667,"{'amenity': 'Centro Privado de Educación Infantil, Primaria y Secundaria Nueva Castilla', 'house_number': '19', 'road': 'Calle de los Montes de Barbanza', 'quarter': 'Casco Histórico de Vallecas', 'suburb': 'Villa de Vallecas', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28031', 'country': 'España', 'country_code': 'es'}",Calle de los Montes de Barbanza,Casco Histórico de Vallecas,Villa de Vallecas
319,Madrid,Aranjuez,40.0381958,-3.5959919,"{'natural': 'Ahuehuete de los Jardinillos', 'road': 'Calle Viena', 'quarter': 'Alpajes', 'town': 'Aranjuez', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28300', 'country': 'España', 'country_code': 'es'}",Calle Viena,Alpajes,Foso-Moreras
320,Madrid,Madrid,40.4255032,-3.7128468,"{'amenity': 'Basics by Goiko', 'house_number': '7', 'road': 'Calle de la Princesa', 'quarter': 'Argüelles', 'suburb': 'Moncloa-Aravaca', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28008', 'country': 'España', 'country_code': 'es'}",Calle de la Princesa,Argüelles,Moncloa-Aravaca
321,Madrid,Alcalá de Henares,40.4881971,-3.370613,"{'road': 'Calle Torrelaguna', 'neighbourhood': 'Toreros', 'suburb': 'El Chorrillo', 'city_district': 'Distrito III', 'city': 'Alcalá de Henares', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28807', 'country': 'España', 'country_code': 'es'}",Calle Torrelaguna,Toreros,El Chorrillo
322,Toledo,Seseña,40.1279066,-3.6726468,"{'road': 'Calle Bosco', 'suburb': 'Urbanización el Quiñón', 'town': 'Seseña', 'province': 'Toledo', 'ISO3166-2-lvl6': 'ES-TO', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '45223', 'country': 'España', 'country_code': 'es'}",Calle Bosco,,Urbanización el Quiñón
323,Madrid,Alcalá de Henares,40.4731862,-3.3754457,"{'road': 'Calle Doncel', 'residential': 'Consejo de Barrio 5. Distrito II', 'suburb': 'Reyes Católicos', 'city_district': 'Distrito II', 'city': 'Alcalá de Henares', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28803', 'country': 'España', 'country_code': 'es'}",Calle Doncel,Consejo de Barrio 5. Distrito II,Reyes Católicos
324,Madrid,Madrid,40.401323,-3.663341,"{'house_number': '11', 'road': 'Calle Leonor González', 'quarter': 'Numancia', 'suburb': 'Puente de Vallecas', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28038', 'country': 'España', 'country_code': 'es'}",Calle Leonor González,Numancia,Puente de Vallecas
325,Toledo,Casarrubios del Monte,40.1835259,-4.0403571,"{'road': 'Calle del Arenal', 'village': 'Casarrubios del Monte', 'province': 'Toledo', 'ISO3166-2-lvl6': 'ES-TO', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '45950', 'country': 'España', 'country_code': 'es'}",Calle del Arenal,,
326,Madrid,Torrejón de Ardoz,40.459912,-3.487187,"{'amenity': 'Escuela Infantil Marionetas', 'house_number': '6', 'road': 'Calle de Salvador Allende', 'residential': 'Barrio de Las Fronteras', 'city': 'Torrejón de Ardoz', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28850', 'country': 'España', 'country_code': 'es'}",Calle de Salvador Allende,Barrio de Las Fronteras,Noroeste
327,Segovia,El Espinar,40.7185379,-4.2401777,"{'road': 'Calle Azahar', 'neighbourhood': 'Sexmo de El Espinar', 'town': 'El Espinar', 'province': 'Segovia', 'ISO3166-2-lvl6': 'ES-SG', 'state': 'Castilla y León', 'ISO3166-2-lvl4': 'ES-CL', 'postcode': '40410', 'country': 'España', 'country_code': 'es'}","Calle Azahar, 4",Sexmo de El Espinar,El Espinar
328,Toledo,Casarrubios del Monte,40.1843187,-4.0352101,"{'road': 'Calle del Caño', 'village': 'Casarrubios del Monte', 'province': 'Toledo', 'ISO3166-2-lvl6': 'ES-TO', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '45950', 'country': 'España', 'country_code': 'es'}",Calle del Caño,,
329,Toledo,Mocejón,39.9399761,-3.9139485,"{'road': 'CM-4001a', 'village': 'Mocejón', 'province': 'Toledo', 'ISO3166-2-lvl6': 'ES-TO', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '45270', 'country': 'España', 'country_code': 'es'}",CM-4001a,,
330,Madrid,Madrid,40.3942653,-3.7337412,"{'road': 'Calle José María Pemán', 'quarter': 'San Isidro', 'suburb': 'Carabanchel', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28019', 'country': 'España', 'country_code': 'es'}",Calle José María Pemán,San Isidro,Carabanchel
331,Madrid,Madrid,40.4094468,-3.7323408,"{'road': 'Calle de Galiana', 'quarter': 'Puerta del Ángel', 'suburb': 'Latina', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28011', 'country': 'España', 'country_code': 'es'}",Calle de Galiana,Puerta del Ángel,Latina
332,Madrid,Madrid,40.3927535,-3.6945366,"{'house_number': '125', 'road': 'Paseo de las Delicias', 'quarter': 'Delicias', 'suburb': 'Arganzuela', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28045', 'country': 'España', 'country_code': 'es'}",Paseo de las Delicias,Delicias,Arganzuela
333,Madrid,Madrid,40.4393937,-3.6232212,"{'road': 'Calle de Albasanz', 'commercial': 'Polígono Industrial Julián Camarillo', 'suburb': 'San Blas - Canillejas', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28037', 'country': 'España', 'country_code': 'es'}",Calle de Albasanz,Simancas,San Blas - Canillejas
334,Madrid,Madrid,40.442298,-3.6733654,"{'road': 'Calle de Zabaleta', 'quarter': 'Prosperidad', 'suburb': 'Chamartín', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28002', 'country': 'España', 'country_code': 'es'}",Calle de Zabaleta,Prosperidad,Chamartín
335,Madrid,Parla,40.239658,-3.776349,"{'road': 'Calle Belén', 'suburb': 'La Laguna', 'city': 'Parla', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28982', 'country': 'España', 'country_code': 'es'}",Calle Belén,,La Laguna
336,Madrid,Arganda,40.2938125,-3.4276338,"{'road': 'Avenida del Mediterráneo', 'town': 'Arganda del Rey', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28500', 'country': 'España', 'country_code': 'es'}",Avenida del Mediterráneo,,El Mirador - Grillero
337,Segovia,San Ildefonso o la Granja,40.9048481,-4.004197,"{'road': 'Calle Mata de la Sauca', 'neighbourhood': 'Barrio del Pozo de Nieve', 'town': 'La Granja', 'city': 'Real Sitio de San Ildefonso', 'province': 'Segovia', 'ISO3166-2-lvl6': 'ES-SG', 'state': 'Castilla y León', 'ISO3166-2-lvl4': 'ES-CL', 'postcode': '40100', 'country': 'España', 'country_code': 'es'}",Calle Mata de la Sauca,Barrio del Pozo de Nieve,
338,Madrid,Getafe,40.3082527,-3.7365244,"{'road': 'Calle Garcilaso', 'suburb': 'La Alhóndiga', 'city': 'Getafe', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28904', 'country': 'España', 'country_code': 'es'}","Calle Garcilaso, 1",,La Alhóndiga
339,Toledo,Alameda de la Sagra,40.0137302,-3.7908558,"{'road': 'Calle Donantes Sangre', 'village': 'Alameda de la Sagra', 'province': 'Toledo', 'ISO3166-2-lvl6': 'ES-TO', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '45250', 'country': 'España', 'country_code': 'es'}",Calle Donantes Sangre,,
340,Madrid,Madrid,40.3850596,-3.6558159,"{'road': 'Calle Javier de Miguel', 'quarter': 'Palomeras Bajas', 'suburb': 'Puente de Vallecas', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28018', 'country': 'España', 'country_code': 'es'}",Calle Javier de Miguel,Palomeras Bajas,Puente de Vallecas
341,Madrid,Madrid,40.4662887,-3.6944003,"{'shop': 'Peluquería Luis', 'house_number': '8', 'road': 'Calle de la Viña Virgen', 'quarter': 'Almenara', 'suburb': 'Tetuán', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28029', 'country': 'España', 'country_code': 'es'}",Calle de la Viña Virgen,Almenara,Tetuán
342,Madrid,Madrid,40.4017593,-3.6925296,"{'house_number': '29', 'road': 'Calle de las Canarias', 'quarter': 'Palos de Moguer', 'suburb': 'Arganzuela', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28045', 'country': 'España', 'country_code': 'es'}",Calle de las Canarias,Palos de Moguer,Arganzuela
343,Segovia,El Espinar,40.7181164,-4.2435509,"{'road': 'Calle Violeta', 'neighbourhood': 'Sexmo de El Espinar', 'town': 'El Espinar', 'province': 'Segovia', 'ISO3166-2-lvl6': 'ES-SG', 'state': 'Castilla y León', 'ISO3166-2-lvl4': 'ES-CL', 'postcode': '40410', 'country': 'España', 'country_code': 'es'}",Calle Violeta,Sexmo de El Espinar,El Espinar
344,Toledo,Cabañas de la Sagra,40.009603,-3.9515398,"{'road': 'Calle Porvenir', 'village': 'Cabañas de la Sagra', 'province': 'Toledo', 'ISO3166-2-lvl6': 'ES-TO', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '45520', 'country': 'España', 'country_code': 'es'}",Calle Porvenir,,
345,Madrid,Madrid,40.3964893,-3.7319279,"{'road': 'Calle del Gorrión', 'quarter': 'San Isidro', 'suburb': 'Carabanchel', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28025', 'country': 'España', 'country_code': 'es'}",Calle del Gorrión,San Isidro,Carabanchel
346,Madrid,Coslada,40.4248733,-3.5557412,"{'road': 'Calle Chile', 'town': 'Coslada', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28820', 'country': 'España', 'country_code': 'es'}",Calle Chile,,La Espinilla - Parque Blanco
347,Ávila,Las Navas del Marqués,40.6005276,-4.3344954,"{'road': 'Calle de Buenavista', 'village': 'Las Navas del Marqués', 'province': 'Ávila', 'ISO3166-2-lvl6': 'ES-AV', 'state': 'Castilla y León', 'ISO3166-2-lvl4': 'ES-CL', 'postcode': '05230', 'country': 'España', 'country_code': 'es'}",Calle de Buenavista,,
348,Toledo,Villaseca de la Sagra,39.9626457,-3.8834829,"{'road': 'Calle La Feria', 'village': 'Villaseca de la Sagra', 'province': 'Toledo', 'ISO3166-2-lvl6': 'ES-TO', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '45270', 'country': 'España', 'country_code': 'es'}",Calle La Feria,,
349,Madrid,Getafe,40.3082527,-3.7365244,"{'road': 'Calle Garcilaso', 'suburb': 'La Alhóndiga', 'city': 'Getafe', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28904', 'country': 'España', 'country_code': 'es'}","Calle Garcilaso, 1",,La Alhóndiga
351,Madrid,Alcalá de Henares,40.4765201,-3.3726216,"{'road': 'Calle Lucas de Lozoya', 'residential': 'Consejo de Barrio 5. Distrito II', 'suburb': 'Reyes Católicos', 'city_district': 'Distrito II', 'city': 'Alcalá de Henares', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28803', 'country': 'España', 'country_code': 'es'}",Calle Lucas de Lozoya,Consejo de Barrio 5. Distrito II,Reyes Católicos
352,Madrid,Alcorcón,40.3468848,-3.820639,"{'amenity': 'Colegio de Educación Infantil y Primaria Daniel Martín', 'house_number': '45', 'road': 'Avenida del Alcalde José Aranda', 'neighbourhood': 'Ondarreta', 'borough': 'Suroeste', 'city': 'Alcorcón', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28923', 'country': 'España', 'country_code': 'es'}",Avenida del Alcalde José Aranda,Ondarreta,Centro
353,Toledo,Seseña,40.1273733,-3.6715045,"{'house_number': '9', 'road': 'Calle de Clauido Coello', 'suburb': 'Urbanización el Quiñón', 'town': 'Seseña', 'province': 'Toledo', 'ISO3166-2-lvl6': 'ES-TO', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '45223', 'country': 'España', 'country_code': 'es'}",Calle de Clauido Coello,,Urbanización el Quiñón
354,Madrid,Pozuelo de Alarcón,40.4335309,-3.8135961,"{'amenity': 'Esperanza Sevilla Azatti', 'house_number': '5', 'road': 'Calle Antonio Becerril', 'neighbourhood': 'Distrito Municipal I (sin urbanizaciones)', 'town': 'Pozuelo de Alarcón', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28223', 'country': 'España', 'country_code': 'es'}",Calle Antonio Becerril,Distrito Municipal I (sin urbanizaciones),Zona Pueblo
355,Madrid,Madrid,40.3749437,-3.7414692,"{'road': 'Calle de Almedina', 'neighbourhood': 'Colonia de la Prensa', 'quarter': 'Puerta Bonita', 'suburb': 'Carabanchel', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28025', 'country': 'España', 'country_code': 'es'}",Calle de Almedina,Puerta Bonita,Carabanchel
356,Madrid,Arganda,40.3007749,-3.4502406,"{'road': 'Avenida de Lisboa', 'town': 'Arganda del Rey', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28500', 'country': 'España', 'country_code': 'es'}",Avenida de Lisboa,,Centro
357,Guadalajara,Yebes,40.5927595,-3.1102548,"{'road': 'Calle Ajedrea', 'suburb': 'Valdeluz', 'village': 'Yebes', 'province': 'Guadalajara', 'ISO3166-2-lvl6': 'ES-GU', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '19141', 'country': 'España', 'country_code': 'es'}",Calle Ajedrea,,Valdeluz
358,Madrid,Bustarviejo,40.8598935,-3.7084025,"{'road': 'Calle Prado Concejo', 'neighbourhood': 'Sexmo de Lozoya', 'suburb': 'El Pedregal', 'village': 'Bustarviejo', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28720', 'country': 'España', 'country_code': 'es'}",Calle Prado Concejo,Sexmo de Lozoya,El Pedregal
359,Segovia,San Ildefonso o la Granja,40.8767605,-4.0183894,"{'road': 'Calle Cuarta', 'quarter': 'La Pradera de Navalhorno', 'village': 'Valsaín', 'city': 'Real Sitio de San Ildefonso', 'province': 'Segovia', 'ISO3166-2-lvl6': 'ES-SG', 'state': 'Castilla y León', 'ISO3166-2-lvl4': 'ES-CL', 'postcode': '40100', 'country': 'España', 'country_code': 'es'}",Calle Cuarta,La Pradera de Navalhorno,
360,Toledo,Fuensalida,40.0518967,-4.2097306,"{'road': 'Calle Hernando Alonso', 'town': 'Fuensalida', 'province': 'Toledo', 'ISO3166-2-lvl6': 'ES-TO', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '45510', 'country': 'España', 'country_code': 'es'}",Calle Hernando Alonso,,
361,Madrid,Collado Mediano,40.691275,-4.0255528,"{'road': 'Calle del Tomillo', 'residential': 'urbanización Las Chaparras', 'suburb': 'Serranía de la Paloma', 'village': 'Collado Mediano', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28450', 'country': 'España', 'country_code': 'es'}",Calle del Tomillo,urbanización Las Chaparras,Serranía de la Paloma
362,Madrid,Chinchón,40.1366254,-3.4203324,"{'road': 'Calle de la Ronda de Mediodía', 'town': 'Chinchón', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28370', 'country': 'España', 'country_code': 'es'}",Calle de la Ronda de Mediodía,,
363,Guadalajara,Guadalajara,40.6343079,-3.1785616,"{'road': 'Calle Tomillo', 'suburb': 'Constitución', 'city': 'Guadalajara', 'province': 'Guadalajara', 'ISO3166-2-lvl6': 'ES-GU', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '19003', 'country': 'España', 'country_code': 'es'}",Calle Tomillo,,Constitución-El Balconcillo
364,Madrid,Madrid,40.3591421,-3.5946665,"{'road': 'Calle del Embalse de Navacerrada', 'quarter': 'Ensanche de Vallecas', 'suburb': 'Villa de Vallecas', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28051', 'country': 'España', 'country_code': 'es'}",Calle del Embalse de Navacerrada,Ensanche de Vallecas - La Gavia,Villa de Vallecas
365,Madrid,Madrid,40.4799197,-3.6483367,"{'road': 'Calle de Santa Adela', 'quarter': 'Pinar del Rey', 'suburb': 'Hortaleza', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28033', 'country': 'España', 'country_code': 'es'}",Calle de Santa Adela,Pinar del Rey,Hortaleza
366,Toledo,Valmojado,40.2069459,-4.088113,"{'road': 'Avenida de la Constitución', 'village': 'Valmojado', 'province': 'Toledo', 'ISO3166-2-lvl6': 'ES-TO', 'state': 'Castilla-La Mancha', 'ISO3166-2-lvl4': 'ES-CM', 'postcode': '45940', 'country': 'España', 'country_code': 'es'}",Avenida de la Constitución,,
367,Segovia,San Ildefonso o la Granja,40.9012481,-4.0074557,"{'historic': 'Casa Baüer', 'road': 'Calle del Barco', 'neighbourhood': 'Barrio del Pozo de Nieve', 'town': 'La Granja', 'city': 'Real Sitio de San Ildefonso', 'province': 'Segovia', 'ISO3166-2-lvl6': 'ES-SG', 'state': 'Castilla y León', 'ISO3166-2-lvl4': 'ES-CL', 'postcode': '40100', 'country': 'España', 'country_code': 'es'}",Calle del Barco,Barrio del Pozo de Nieve,
368,Madrid,Madrid,40.4585171,-3.7045191,"{'house_number': '48', 'road': 'Calle de Berruguete', 'quarter': 'Berruguete', 'suburb': 'Tetuán', 'city': 'Madrid', 'state': 'Comunidad de Madrid', 'ISO3166-2-lvl4': 'ES-MD', 'postcode': '28039', 'country': 'España', 'country_code': 'es'}",Calle de Berruguete,Berruguete,Tetuán
369,Segovia,San Ildefonso o la Granja,40.8995994,-4.009974,"{'road': 'Paseo de la Faisanera', 'neighbourhood': 'Barrio del Pozo de Nieve', 'town': 'La Granja', 'city': 'Real Sitio de San Ildefonso', 'province': 'Segovia', 'ISO3166-2-lvl6': 'ES-SG', 'state': 'Castilla y León', 'ISO3166-2-lvl4': 'ES-CL', 'postcode': '40100', 'country': 'España', 'country_code': 'es'}",Paseo de la Faisanera,Barrio del Pozo de Nieve,
